Book Name,OPN,CON,EXT,AGR,NEU,Clusters
Straight Silver (Gaunt's Ghosts #6),4.216309816,3.508134746,3.323156625,3.588241067,2.534917952,2
Double Eagle (Sabbat Worlds #1),4.230080545,3.455412101,3.268259493,3.611345215,2.555649319,0
"Salvation's Reach (Gaunt's Ghosts, #13)",4.149733275,3.43586227,3.355692461,3.579547805,2.522971926,7
Blood Reaver (Night Lords #2),4.153733446,3.453085396,3.377165239,3.543297555,2.608977281,7
The Armour of Contempt (Gaunt's Ghosts #10),4.256706865,3.505782807,3.348123157,3.586058059,2.530304811,2
The Traitor's Hand (Ciaphas Cain #3),4.167509952,3.440895934,3.247898014,3.533410273,2.586550374,0
Nightbringer (Ultramarines #1),4.195134445,3.406484339,3.298368791,3.574147759,2.553324723,15
Void Stalker (Night Lords #3),4.184205057,3.432036114,3.304499462,3.585280904,2.567830638,15
Dark Imperium (Dark Imperium #1),4.198538447,3.475232125,3.253716351,3.550109431,2.568802974,0
Angel Exterminatus (The Horus Heresy #23),4.19532751,3.444332484,3.343541834,3.49321607,2.590008825,15
"Pariah (Warhammer 40,000)",4.155196822,3.461651333,3.285754772,3.571253198,2.592327157,15
Cain's Last Stand (Ciaphas Cain #6),4.161903372,3.435616492,3.362950355,3.523697937,2.591382185,7
Death or Glory (Ciaphas Cain #4),4.190078179,3.477449797,3.300254102,3.546230879,2.553931962,15
Ravenor Rogue (Ravenor #3),4.183246255,3.42754432,3.355054719,3.568631777,2.55022783,15
Fear to Tread (The Horus Heresy #21),4.20401309,3.404063625,3.325642211,3.564271914,2.608285104,15
Path of the Warrior (Path of the Eldar #1),4.209784546,3.456587011,3.353129593,3.517701059,2.561239638,15
The Ultramarines Omnibus (Ultramarines #1-3),4.217677282,3.435472898,3.297243897,3.549362257,2.545279907,15
Space Wolf: The First Omnibus (Space Wolf #1-3),4.224153597,3.377332611,3.285717214,3.598289344,2.614119333,26
The Primarchs (The Horus Heresy #20),4.241569396,3.503086062,3.270362453,3.520062062,2.636202615,3
I Am Slaughter (The Beast Arises #1),4.21640814,3.372502014,3.346393019,3.591965545,2.558025996,22
Ciaphas Cain: Defender of the Imperium (Ciaphas Cain #4-6),4.136618115,3.481144727,3.246309688,3.547728825,2.645647705,9
The Unremembered Empire (The Horus Heresy #27),4.251056659,3.470965855,3.35311021,3.607909045,2.602074625,26
Duty Calls (Ciaphas Cain #5),4.132563279,3.433806034,3.332787383,3.594463604,2.569882174,7
The Talon of Horus (Black Legion #1),4.179828383,3.433509378,3.273696291,3.548963922,2.560376106,15
Shadows of Treachery (The Horus Heresy #22),4.14453721,3.489190611,3.191510043,3.578054649,2.687254979,18
"The Emperor's Gift (Warhammer 40,000)",4.235009945,3.432732137,3.340980242,3.582153542,2.577933861,15
"The Warmaster (Gaunt's Ghosts, #14)",4.166945111,3.3530223,3.307160505,3.669625791,2.653606469,5
The Lost (Paperback),4.144667318,3.486922439,3.198792559,3.62654281,2.748333517,6
Sabbat Worlds (Gaunt's Ghosts Anthology),4.221989703,3.462041314,3.196135411,3.527435944,2.622121353,18
"Storm of Iron (Warhammer 40,000)",4.20288223,3.425853763,3.309085437,3.572301813,2.559073688,15
"Dead Sky, Black Sun (Ultramarines #3)",4.211026775,3.456710109,3.351837971,3.563246194,2.580529554,15
Faith and Fire (Sisters of Battle #1),4.174317738,3.416733123,3.355394793,3.60071564,2.585877502,22
Battle of the Fang (Space Marine Battles #6),4.256734596,3.430891582,3.31178175,3.63986247,2.586493392,2
Grey Knights (Grey Knights #1),4.154842482,3.433664031,3.338257547,3.539453711,2.597822252,15
Angels of Darkness (The Legacy of Caliban Prequel),4.244503713,3.44282926,3.266405918,3.584278701,2.642542892,9
"Fifteen Hours (Warhammer 40,000)",4.243221108,3.45535575,3.272029013,3.642011606,2.534068836,10
"Heroes of the Space Marines (Warhammer 40,000)",4.159748448,3.539661075,3.111162146,3.49987978,2.648367146,18
Warriors of Ultramar (Ultramarines #2),4.163431931,3.427346549,3.367939538,3.573969238,2.575354437,22
Space Wolf (Space Wolf #1),4.214670759,3.393595132,3.325725502,3.604192176,2.568701789,22
The Magos (Eisenhorn #4),4.190379525,3.430665332,3.263226644,3.508620906,2.614323292,9
Scars (The Horus Heresy #28),4.180148884,3.469429391,3.363946448,3.556252568,2.579915111,7
Vulkan Lives (The Horus Heresy #26),4.229359668,3.407763989,3.392367234,3.643799936,2.596844753,22
Mark of Calth (The Horus Heresy #25),4.177692309,3.440540014,3.174746977,3.537302362,2.630959473,9
The Last Ditch (Ciaphas Cain #8),4.181017434,3.454401317,3.318771358,3.589730019,2.564553864,15
Path of the Seer (Path of the Eldar #2),4.170497466,3.463500199,3.344638507,3.47974097,2.575423547,15
Salamander (Tome of Fire #1),4.206683532,3.416147982,3.287345004,3.600370912,2.630371274,9
Rynn's World (Space Marine Battles #1),4.184083902,3.350496975,3.356929391,3.632754066,2.604315024,22
"Cadian Blood (Warhammer 40,000)",4.188999631,3.445417656,3.267759908,3.575300994,2.649087799,9
The Purging of Kadillus (Space Marine Battles #4),4.235612535,3.414162552,3.227897386,3.646928139,2.610773238,10
The Hunt for Voldorius (Space Marine Battles #3),4.12094784,3.421651589,3.349169586,3.572971084,2.603609619,29
Ragnar's Claw (Space Wolf #2),4.224837497,3.382273715,3.305862776,3.591330139,2.577614892,15
"Let the Galaxy Burn (Warhammer 40,000)",4.176255493,3.567498276,3.192106925,3.536400188,2.57716228,3
Dark Apostle (Word Bearers #1),4.228392351,3.379364358,3.202733895,3.550534125,2.523175596,0
The Iron Star (Paperback),4.238182696,3.475797596,3.269870388,3.597840339,2.672089392,18
Courage and Honour (Ultramarines #5),4.220490296,3.405549466,3.308154979,3.55493973,2.615824694,15
"Lord of the Night (Warhammer 40,000)",4.206707107,3.431593331,3.310906886,3.566346041,2.643382649,9
Hammer of Daemons (Grey Knights #3),4.174970222,3.35588155,3.296389973,3.566956919,2.618531805,29
Dark Adeptus (Grey Knights #2),4.175930019,3.382360696,3.285814848,3.553796492,2.560773695,15
The Soul Drinkers Omnibus (Soul Drinkers #1-3),4.209690942,3.452964454,3.311792792,3.624062781,2.539422226,2
The Carrion Throne (Vaults of Terra #1),4.243913763,3.517176674,3.381298381,3.57882578,2.525206375,2
The Emperor Expects (The Beast Arises #3),4.196419233,3.39256134,3.324101508,3.508671108,2.650323315,9
"Predator, Prey (The Beast Arises #2)",4.214375677,3.411943755,3.323965748,3.543361408,2.564896594,15
The Greater Good (Ciaphas Cain #9),4.194579191,3.446875277,3.353766858,3.601441532,2.577766107,22
Path of the Renegade (Path of the Dark Eldar #1),4.213888335,3.337719257,3.123636986,3.625836619,2.701565845,8
The Emperor's Finest (Ciaphas Cain #7),4.199924185,3.427677704,3.321077385,3.60041399,2.587874351,22
Deus Encarmine (Blood Angels #1),4.211786598,3.489973503,3.314647988,3.612372208,2.583699679,26
"Atlas Infernal (Warhammer 40,000)",4.210009534,3.484434984,3.367672842,3.561444153,2.542892383,2
Last Chancers (Last Chancers #1-3),4.207711223,3.449126172,3.30690197,3.609251047,2.615841848,26
The Inquisition War (The Inquisition War #1-3),4.208971617,3.407563899,3.281611157,3.513668835,2.644392903,9
Red Fury (Blood Angels #3),4.202752618,3.426373627,3.277530295,3.573354704,2.623842104,9
The Killing Ground (Ultramarines #4),4.212249842,3.434570798,3.337432028,3.544588868,2.622029424,15
"The Blood Angels Omnibus, Volume 1 (Blood Angels #1-2)",4.177786174,3.417980984,3.180648446,3.540926376,2.662326223,9
Execution Hour (The Gothic War #1),4.185813554,3.520454851,3.246066644,3.497004903,2.622099679,3
Sons of Fenris (Space Wolf #5),4.21666643,3.349382773,3.281856878,3.611023508,2.656499039,26
"Echoes of the Long War (The Beast Arises, #6)",4.226659991,3.452104902,3.363272465,3.606175979,2.561449228,2
Throneworld (The Beast Arises #5),4.173045633,3.409142518,3.340068832,3.536377236,2.630644788,29
The Last Wall (The Beast Arises #4),4.210120919,3.412699261,3.389831692,3.56218042,2.565926872,22
Ahriman: Exile (Ahriman #1),4.235706988,3.44860816,3.311236899,3.639720975,2.539955887,2
Path of the Incubus (Path of the Dark Eldar #2),4.211245907,3.54886168,3.193084761,3.536231442,2.583439378,3
Priests of Mars (Forges of Mars #1),4.160688442,3.446390676,3.331574965,3.508566135,2.588473894,15
"Space Marine (Warhammer 40,000)",4.173950757,3.422775444,3.260399476,3.600671758,2.660298373,9
Firedrake (Tome of Fire #2),4.148593091,3.355189269,3.34237158,3.558406677,2.679458319,29
Dead Men Walking (Mass Market Paperback),4.212410317,3.413772696,3.282880501,3.618239737,2.549262972,0
Emperor's Mercy (Bastion Wars #1),4.181851228,3.429224307,3.205260803,3.554000152,2.590654942,0
Enforcer: The Shira Calpurnia Omnibus (Paperback),4.141084334,3.405121179,3.305700829,3.610908021,2.600766037,22
The Chapters Due (Ultramarines #6),4.241966521,3.431574588,3.319603821,3.568641441,2.541517101,15
"Legends of the Space Marines (Warhammer 40,000)",4.179778608,3.503877367,3.18229677,3.575356526,2.634140341,18
"Fear the Alien (Warhammer 40,000)",4.260361719,3.442412131,3.119483066,3.596908253,2.647527866,18
"Sons of Dorn (Warhammer 40,000)",4.184250195,3.375951502,3.307964557,3.625814752,2.643922614,29
Scourge the Heretic (Dark Heresy #1),4.248618325,3.420688105,3.264824555,3.706901499,2.615284987,10
Wolf's Honour (Space Wolf #6),4.218457468,3.379631714,3.308001739,3.584252238,2.746696829,6
"Fire Warrior (Warhammer 40,000)",4.231363401,3.432435738,3.252211658,3.649508521,2.54959584,10
Wolfblade (Space Wolf #4),4.1501374,3.353908057,3.269909014,3.641306663,2.601530317,22
Savage Scars (Mass Market Paperback),4.153084646,3.490566153,3.308254526,3.560574855,2.52545306,3
The Beast Must Die (The Beast Arises #8),4.218233158,3.4245249,3.347774634,3.550719682,2.527298778,15
Pharos (The Horus Heresy #34),4.24391257,3.47385715,3.436402572,3.55150809,2.502840454,2
"Deathwing (Warhammer 40,000)",4.171097746,3.491688507,3.092541898,3.526010746,2.697618364,18
Deathwatch (Deathwatch),4.176787455,3.423108859,3.293172091,3.537345826,2.570535622,15
Blood of Asaheim (Space Wolves #1),4.173974319,3.372778281,3.300751254,3.528878906,2.663337328,9
Soul Drinker (Soul Drinkers #1),4.197075518,3.414310348,3.28234277,3.620476066,2.600517963,26
Deus Sanguinius (Blood Angels #2),4.266740761,3.387737969,3.210683882,3.637623309,2.606118145,25
The Fall of Damnos (Space Marine Battles #5),4.176078927,3.370784525,3.301007699,3.536443762,2.60579793,29
Innocence Proves Nothing (Dark Heresy #2),4.210606972,3.392550795,3.34579327,3.634866891,2.611587103,22
Speak (Hardcover),4.150048769,3.440905333,3.321725873,3.668014153,2.682818508,13
Assuming Names: A Con Artist's Masquerade (ebook),4.169121143,3.444864841,3.3000055,3.688356562,2.682363291,13
"The Coincidence of Callie &amp; Kayden (The Coincidence, #1)",4.141249625,3.298684411,3.363529168,3.627379949,2.724340731,17
"A Child Called ""It"" (Dave Pelzer, #1)",4.170524671,3.34422589,3.317246055,3.559695744,2.736727549,29
"Captive in the Dark (The Dark Duet, #1)",4.225791438,3.495130739,3.268658813,3.645387452,2.595380795,10
"Wait for You (Wait for You, #1)",4.078817375,3.319056377,3.393859048,3.665711236,2.756447386,5
"Consequences (Consequences, #1)",4.154633242,3.414378978,3.333734315,3.55543622,2.665446271,29
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",4.118435928,3.365572184,3.342301994,3.77585975,2.869647096,5
"Tears of Tess (Monsters in the Dark, #1)",4.189291397,3.443685395,3.316563167,3.726999757,2.60514856,1
"Barely Breathing (Breathing, #2)",4.131622281,3.339762352,3.439114193,3.698598036,2.641319812,17
Living Dead Girl (Hardcover),4.201602619,3.440571836,3.358644193,3.740020517,2.66370134,13
"Seduced in the Dark (The Dark Duet, #2)",4.276103362,3.453852252,3.243729508,3.676988289,2.677625926,10
"Easy (Contours of the Heart, #1)",4.146666731,3.430709154,3.399447741,3.624061534,2.652576385,23
The Sea of Tranquility (Kindle Edition),4.247569774,3.51486352,3.451895394,3.655985849,2.592965552,14
"Axel (Corps Security, #1)",4.175051821,3.482089686,3.592321345,3.665059741,2.581620888,12
Dreamland (Paperback),4.185450109,3.442396786,3.397309951,3.63265847,2.62426933,23
"Raw (RAW Family, #1)",4.173410586,3.304987852,3.302073947,3.686781287,2.727712427,17
"The Redemption of Callie &amp; Kayden (The Coincidence, #2)",4.134046407,3.369064352,3.398361327,3.720925028,2.655904492,13
Leo (Kindle Edition),4.166847972,3.416833351,3.436143794,3.598392211,2.672811741,17
"Souls Unfractured (Hades Hangmen, #3)",4.16597719,3.576335072,3.442346938,3.652823579,2.614133364,12
"Losing Hope (Hopeless, #2)",4.18475084,3.369418864,3.326209932,3.683570595,2.678038926,13
"Tyrant (King, #2)",4.184550856,3.218518414,3.325204588,3.608495487,2.668022105,29
"Craving Constellations (The Aces, #1)",4.141677463,3.332676906,3.382405563,3.573168136,2.756134017,17
"One Week Girlfriend (One Week Girlfriend, #1)",4.176713811,3.355512188,3.265058621,3.669334203,2.822334796,8
If You Find Me (Hardcover),4.215164186,3.495031593,3.407867496,3.65305247,2.589525806,1
"Debt Inheritance (Indebted, #1)",4.226391746,3.474293551,3.289968194,3.710029261,2.578512377,10
"Out of Breath (Breathing, #3)",4.139543059,3.421845639,3.565403836,3.697323229,2.604352867,12
Identical (Hardcover),4.193998269,3.41629109,3.372967183,3.685453288,2.639715086,13
"Pushing the Limits (Pushing the Limits, #1)",4.136688532,3.450098706,3.498270208,3.661307141,2.60689215,12
"Vicious (Sinners of Saint, #1)",4.162955679,3.478992627,3.435478127,3.629736763,2.643991291,23
"Pennies (Dollar, #1)",4.231232982,3.421454598,3.23678677,3.681805168,2.623529111,10
All the Rage (Hardcover),4.153893454,3.417589966,3.377380723,3.683268287,2.715987441,17
Trouble (Kindle Edition),4.125948244,3.411823676,3.483772535,3.642723877,2.64928405,17
Sold (Hardcover),4.163906299,3.529795251,3.384150348,3.664581754,2.610715081,23
Push (Paperback),4.233436003,3.475272392,3.371517515,3.607641066,2.584557849,26
The Problem with Forever (Hardcover),4.152996524,3.580262082,3.387092395,3.601629755,2.679907695,7
"Finding Zach (Finding Zach, #1)",4.22998593,3.497106597,3.311118693,3.598991291,2.689446352,26
Such a Pretty Girl (Paperback),4.176842941,3.470011688,3.361326652,3.624914499,2.622040426,23
Don't Make Me Beautiful (ebook),4.185983027,3.505983993,3.486003604,3.640244605,2.58577335,12
"Quintessentially Q (Monsters in the Dark, #2)",4.239293966,3.419215958,3.299328065,3.751882096,2.607819981,1
"Faking Normal (Faking Normal, #1)",4.193106505,3.41163065,3.389431181,3.638363395,2.655602253,22
"Until You (Fall Away, #1.5)",4.098666204,3.407522593,3.270133238,3.68423565,2.64481497,13
"Reflected in You (Crossfire, #2)",4.147100992,3.413739999,3.497414488,3.622513976,2.658115873,17
"Burned (Burned, #1)",4.220534406,3.486918312,3.48305128,3.7162769,2.543613958,14
"Sweet Home (Sweet Home, #1)",4.078458146,3.423801786,3.54576619,3.715094664,2.64046367,17
"Left Drowning (Left Drowning, #1)",4.223416508,3.481599294,3.577171651,3.644690453,2.657255396,12
The Island (Kindle Edition),4.268452128,3.477547836,3.334996019,3.657485178,2.612158373,26
Destroyed (Nook),4.216948857,3.480251017,3.416748202,3.631761197,2.588153542,1
"Hell's Knights (The MC Sinners, #1)",4.158301476,3.338617547,3.472543793,3.50753226,2.670619448,11
The Great Alone (Kindle Edition),4.174668615,3.643512866,3.560028933,3.653866907,2.538130025,14
"Fading (Fading, #1)",4.235089276,3.524093109,3.475402166,3.687899279,2.65709115,12
"The Hurricane (The Hurricane, #1)",4.184411874,3.435729754,3.466143912,3.720745986,2.606482819,12
Debt (ebook),4.147296266,3.422464265,3.360790747,3.580898824,2.651216884,29
"Price of a Kiss (Forbidden Men, #1)",4.094879296,3.419666717,3.468444013,3.669824525,2.749838707,17
Scars (Hardcover),4.190376667,3.401542574,3.329974179,3.630261107,2.705917595,29
"Dare You To (Pushing the Limits, #2)",4.155779428,3.465552115,3.472994449,3.670513669,2.636003334,12
"Forgive Me, Leonard Peacock (Hardcover)",4.195087755,3.404432013,3.363077385,3.659732923,2.616723524,22
"Escape from Paradise (Paradise, #1)",4.228868859,3.556043501,3.36497272,3.645544819,2.545350547,16
"In Flight (Up in the Air, #1)",4.1348426,3.411250595,3.417906562,3.556191761,2.699443924,11
Boy Toy (Hardcover),4.141535898,3.448262091,3.322226808,3.551366059,2.691669814,11
Brother's Keeper (ebook),4.168289188,3.513779763,3.475238637,3.673688337,2.695641323,12
"Undeniable (Undeniable, #1)",4.15833672,3.350410577,3.418410702,3.55039733,2.725142727,17
The Rules of Survival (Hardcover),4.203022718,3.41104505,3.303741325,3.620881565,2.748329853,6
"Fifty Shades Darker (Fifty Shades, #2)",4.138152193,3.40772848,3.354874316,3.644887781,2.666905847,17
Flawed (Paperback),4.233170473,3.386599715,3.335050821,3.684195285,2.720408997,13
"Defying the Odds (Battered Hearts, #1)",4.131446133,3.436825103,3.49224098,3.622618103,2.646864136,17
A Stolen Life (Hardcover),4.210438664,3.53630833,3.292130885,3.59575231,2.666389241,3
Split (Hardcover),4.202562123,3.402550699,3.41510564,3.645112126,2.668486643,17
Dark Notes (Paperback),4.250516372,3.531322917,3.345855958,3.721879053,2.594700232,16
Beneath the Burn (Kindle Edition),4.317672932,3.556116707,3.574385922,3.720309061,2.467807129,20
"Truth (Consequences, #2)",4.134932612,3.41845976,3.395639116,3.520694804,2.632594214,7
Comfort Food (Nook),4.193685649,3.49240755,3.231466687,3.659501648,2.623384674,18
"Deep Redemption (Hades Hangmen, #4)",4.17513404,3.479818861,3.392729429,3.661808415,2.642128738,23
The Lost Boy (Dave Pelzer #2),4.189424521,3.418649691,3.38530059,3.637199078,2.684409401,17
Wishing for Someday Soon (Kindle Edition),4.272162915,3.431853154,3.461829041,3.703228988,2.591862523,1
"Nine Minutes (Nine Minutes, #1)",4.101972808,3.436212063,3.333018477,3.684957141,2.708413647,17
Stepbrother Dearest (Paperback),4.194327592,3.470810759,3.468158548,3.690754524,2.603257493,12
"Be My Hero (Forbidden Men, #3)",4.172035031,3.525993914,3.514174834,3.547886883,2.620818282,12
"Reaper's Legacy (Reapers MC, #2)",4.121384533,3.358727154,3.568518543,3.614090245,2.717364883,17
"Ghost (Boston Underworld, #3)",4.255979624,3.507896528,3.393203723,3.679338667,2.614945835,1
"Six Brothers (Gypsy Brothers, #2)",4.155661758,3.361502902,3.331939515,3.59661117,2.632735427,29
"Unbeautifully Loved (Breathe Again, #1)",4.199955357,3.389703136,3.484705055,3.640968185,2.696610727,17
"This is War, Baby (War &amp; Peace, #1)",4.199870164,3.49407408,3.286534416,3.682329019,2.616947133,10
"Brutally Beautiful (Beautiful, #1)",4.250403994,3.386780264,3.346115417,3.67836888,2.643205166,13
"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",4.171696185,3.523095595,3.594015247,3.657038997,2.474134139,14
"Creed (Unfinished Hero, #2)",4.159093813,3.42187937,3.402855502,3.619583917,2.665695529,23
"Four Score (Gypsy Brothers, #4)",4.175463945,3.38892024,3.351936685,3.672237901,2.613603252,22
"Aftermath (Aftermath, #1)",4.036574439,3.465330107,3.255866218,3.534154817,2.685156002,25
But I Love Him (Paperback),4.216917583,3.4921778,3.459952742,3.641592735,2.660734638,12
"Reap (Scarred Souls, #2)",4.283060981,3.510410185,3.485692554,3.729278462,2.558319939,14
"Renegade Lady (Renegade Sons MC, #1)",4.168970198,3.511177735,3.476613971,3.678454249,2.625469799,12
"Beck (Corps Security, #3)",4.166415951,3.468802834,3.412896217,3.645227181,2.67414288,23
Bitter End (Hardcover),4.106667281,3.550868032,3.415148193,3.681230567,2.633794566,23
"Entwined with You (Crossfire, #3)",4.110037761,3.330476592,3.45530874,3.668786533,2.734934911,17
Safe Haven (Kindle Edition),4.131920585,3.474948258,3.410277156,3.719238036,2.667413207,23
A List of Cages (Hardcover),4.181728237,3.407130754,3.339095466,3.689250759,2.664921725,13
"Dirty Angels (Dirty Angels, #1)",4.307245038,3.538443252,3.526505738,3.670254091,2.514629612,14
"Playing Patience (Blow Hole Boys, #1)",4.226373864,3.496461257,3.41386771,3.645319709,2.616270359,1
Okay for Now (Hardcover),4.260674694,3.417417316,3.383857849,3.781021653,2.620897898,1
The Sweet Gum Tree (Paperback),4.228187221,3.449570264,3.479603532,3.672585907,2.638106393,12
"Three, Two, One [321] (ebook)",4.200607212,3.434845434,3.350542427,3.695634484,2.686658232,13
Complementary Colors (ebook),4.267178039,3.540381391,3.516843306,3.633014679,2.657990838,12
"Unravel (Fairfax, #1)",4.207405066,3.414987937,3.297023224,3.693327592,2.661160185,13
"Underestimated (Underestimated, #1)",4.166491168,3.367420509,3.287402354,3.578396739,2.785863558,6
Wanderlust,4.195709294,3.439971533,3.45751892,3.689480362,2.567104059,12
Some Boys (Paperback),4.170034232,3.380588078,3.477938916,3.649047751,2.605967994,17
"Reaper's Property (Reapers MC, #1)",4.19168275,3.402826699,3.533745247,3.618591608,2.680759041,17
"Damnable Grace (Hades Hangmen, #5)",4.103351764,3.464560639,3.342846608,3.515046617,2.821991472,11
"Madeleine Abducted (The Estate, #1)",4.29964225,3.541649359,3.372043414,3.685806207,2.472688076,28
"Crank (Crank, #1)",4.219275445,3.492239646,3.416856996,3.712252291,2.634834559,1
"Soulless (King, #4)",4.121681298,3.391824667,3.307623403,3.574516338,2.736206576,6
"Safe in His Arms (Safe, #1)",4.127931494,3.513384319,3.424363964,3.629657896,2.674137561,23
"Burying Water (Burying Water, #1)",4.215247417,3.536003817,3.247917712,3.609312109,2.689758522,18
"Draw (Gentry Boys, #1)",4.186497776,3.336207644,3.346652234,3.534836719,2.672122664,29
Aaron (Survivor Stories #1),4.18886499,3.436923429,3.314757086,3.675356004,2.637916495,13
"Fifty Shades Freed (Fifty Shades, #3)",4.140995479,3.313586905,3.369629354,3.624524859,2.639742309,29
"Unlovable (Port Fare, #1)",4.133930968,3.50068216,3.440372592,3.651952208,2.716597465,23
Touch Me Gently (Paperback),4.127789516,3.428391884,3.428212707,3.593016114,2.712477922,11
"Fighting to Forget (Fighting, #3)",4.213747578,3.462952858,3.468826691,3.64111711,2.652449719,12
"Epilogue (The Dark Duet, #3)",4.22787585,3.463781728,3.364085373,3.726177809,2.655633407,1
"White Trash Beautiful (White Trash Trilogy, #1)",4.187560611,3.474531152,3.518130594,3.63272852,2.667483814,12
"The War That Saved My Life (The War That Saved My Life, #1)",4.189451303,3.520514629,3.378129685,3.646962771,2.627237284,16
"Three Years (Gypsy Brothers, #5)",4.13145415,3.328555937,3.342360014,3.621042788,2.650079594,29
"Seize Me (Breakneck, #1)",4.064055737,3.35165995,3.324429632,3.575744436,2.755132448,6
When We Collide (ebook),4.198460467,3.478814414,3.520208992,3.697270975,2.588849272,12
"The Strongest Steel (Second Circle Tattoos, #1)",4.155044946,3.489942242,3.524140157,3.610390394,2.562943396,12
"Second Debt (Indebted, #3)",4.230347529,3.412772679,3.35646458,3.688665842,2.604708744,1
"Fighting to Forgive (Fighting, #2)",4.209474873,3.431169545,3.493569922,3.689547659,2.669614107,17
"Heaven and Hell (Heaven and Hell, #1)",4.232119912,3.433685871,3.353815217,3.626694049,2.682549332,22
"Slave (Finding Anna, #1)",4.099369829,3.400828516,3.327717516,3.593815773,2.64780755,29
Between Sinners and Saints (ebook),4.142017806,3.444825227,3.297612532,3.653441931,2.7375844,6
"Second Chance Boyfriend (One Week Girlfriend, #2)",4.176585084,3.370000527,3.352832132,3.673462977,2.805633473,5
Lessons from a Dead Girl (Hardcover),4.13793263,3.495849059,3.371716428,3.666471047,2.694947728,23
"Locke (Corps Security, #5)",4.191769883,3.366383444,3.44244836,3.703180139,2.639200716,17
"The Tied Man (The Tied Man, #1)",4.237955071,3.395199729,3.296221427,3.699386461,2.622631556,13
The Final Piece (Paperback),4.199821782,3.507837762,3.419522502,3.724736375,2.684037857,23
Please Ignore Vera Dietz (Hardcover),4.190570258,3.410264157,3.372850739,3.676496543,2.611295751,22
"Preppy: The Life &amp; Death of Samuel Clearwater, Part One (King, #5)",4.153792222,3.281188208,3.342047719,3.622899108,2.715709445,17
"Damaged (Damaged, #1)",4.132174431,3.435481697,3.413557656,3.592758394,2.695525161,11
"From Ashes (From Ashes, #1)",4.164767754,3.374189448,3.479432386,3.687558272,2.670739994,17
"Falling Away (Fall Away, #3)",4.157136949,3.449095291,3.448543954,3.704924689,2.686559485,17
"One Tiny Lie (Ten Tiny Breaths, #2)",4.220916999,3.365394666,3.434423003,3.698577375,2.677776631,17
Because I Am Furniture (Hardcover),4.257946709,3.455401047,3.35834604,3.717544056,2.584382196,1
"Twisted Together (Monsters in the Dark, #3)",4.240789919,3.446335053,3.374004222,3.769372939,2.616770219,1
"Ruining Me (Ruining, #1)",4.169680763,3.38564582,3.548408103,3.765949514,2.608337328,12
Bruiser (Paperback),4.222871354,3.391316977,3.352120336,3.591351973,2.640140475,22
The Way I Used to Be (Kindle Edition),4.229812336,3.389639546,3.343411876,3.676008866,2.665377416,13
"Silver Bastard (Silver Valley, #1)",4.064738444,3.436166861,3.511233173,3.554570531,2.675624134,17
Asking For It (Paperback),4.210205633,3.420635867,3.336258838,3.717206336,2.691520197,13
"Down London Road (On Dublin Street, #2)",4.119334598,3.270293145,3.411231129,3.684481223,2.781144153,17
"Dirty English (English, #1)",4.237497457,3.422827933,3.495177209,3.696650354,2.586265257,12
Little Peach (Hardcover),4.257441224,3.527515847,3.496007814,3.725899259,2.523244618,14
"Blue-Eyed Devil (Travises, #2)",4.194964269,3.480661794,3.321961676,3.57951494,2.774642635,11
"Silence (Silence, #1)",4.174111193,3.38182062,3.263860989,3.704653646,2.739766149,5
Into the Darkest Corner (Paperback),4.179804377,3.43046726,3.375759617,3.639873191,2.64769721,22
Lock and Key (Hardcover),3.978262558,3.457538885,3.202718052,3.564611638,2.555492646,0
"Breathing Underwater (Breathing Underwater, #1)",4.09839753,3.498338018,3.350730531,3.660218377,2.691928172,23
Calico (Paperback),4.162448777,3.458349705,3.399928615,3.613000214,2.663021848,23
"Vincent (Made Men, #2)",4.087593656,3.395337816,3.433727636,3.696824492,2.632975989,17
Tight (ebook),4.197070634,3.516249436,3.43172941,3.652478548,2.572807152,14
"Jagged (Colorado Mountain, #5)",4.131469351,3.505179087,3.495714231,3.730691694,2.577109908,12
What Happens Next (Hardcover),4.249544342,3.477106403,3.522095459,3.730823435,2.542759328,14
Sickened: The Memoir of a Munchausen by Proxy Childhood (Hardcover),4.172759629,3.44721419,3.350847327,3.572492196,2.632341092,29
The Chosen One (Hardcover),4.226086643,3.46074657,3.429199911,3.639066392,2.594220976,12
"When I'm Gone (Rosemary Beach, #10)",4.158148851,3.474519407,3.486405291,3.728828287,2.634765209,12
The Dreams You Made in the Dirt (ebook),4.206297818,3.517380881,3.273903649,3.589248387,2.636593864,0
"Sinister Kisses (SKALS, #1)",4.105746109,3.376764168,3.400326938,3.59172879,2.706864092,17
That's What Brothers Do (Paperback),4.204486628,3.472086559,3.313968569,3.585648958,2.60367225,7
Sweethearts (Hardcover),4.20188396,3.489220063,3.468365437,3.674383941,2.592121996,14
"Ricochet (Vigilantes, #1)",4.242646308,3.505821313,3.306050865,3.63053416,2.592757699,26
"Perfect Chaos (Unyielding, #1)",4.229342491,3.438365707,3.44790414,3.698964992,2.717200478,17
"Misled (Death Dwellers MC, #1)",4.125353127,3.398966357,3.404398941,3.587099445,2.669443088,11
Don't Breathe a Word (Paperback),4.310681579,3.499404787,3.390585424,3.670799773,2.613788237,2
"Retrieval (The Retrieval Duet, #1)",4.187288531,3.510321711,3.379301728,3.593440328,2.677830616,23
