Book Name,OPN,CON,EXT,AGR,NEU,Clusters
"Grey (Fifty Shades as Told by Christian, #1)",4.129443916,3.356129072,3.369969949,3.622024668,2.650512047,17
"Two Roads (Gypsy Brothers, #6)",4.240340444,3.382869541,3.401645822,3.659300492,2.506669724,1
"Monster (Monster, #1)",4.167621788,3.441657228,3.371166019,3.62827685,2.681539139,17
Billy's Bones (ebook),4.216447826,3.435568573,3.352976081,3.716833093,2.50890271,1
"Degradation (The Kane Trilogy, #1)",4.142121589,3.409690621,3.411316145,3.624864867,2.688775048,17
"Saving Ella (Mercy's Angels, #1)",4.181426943,3.506753567,3.454838777,3.681953586,2.635438568,12
"Ravage (Scarred Souls, #3)",4.201977991,3.491452089,3.419749088,3.63271709,2.608277454,12
"Assumption (Underground Kings, #1)",4.139956444,3.394082174,3.46590071,3.676167689,2.607206248,17
"Sinner's Gin (Sinners, #1)",4.230165695,3.389885537,3.355740474,3.661036447,2.629803599,22
Reality Boy (Hardcover),4.156627965,3.379417686,3.290205816,3.660316425,2.690078357,5
"Love Thy Neighbour (Friend-Zoned, #2)",4.177327438,3.419634605,3.385531082,3.676542506,2.792238872,17
"Sometimes Never (Sometimes Never, #1)",4.155680543,3.450364726,3.312645925,3.742883385,2.717130775,13
"Grounded (Up in the Air, #3)",4.152512737,3.465070522,3.412694967,3.59821312,2.69895536,11
Some Girls Are (Paperback),4.11827611,3.366982196,3.37808239,3.689160877,2.662442044,13
"One Love (Gypsy Brothers, #7)",4.198448146,3.426015437,3.232381119,3.712858658,2.651086879,10
"Getting Dirty (Dirty, #1)",4.197890999,3.389625499,3.423796616,3.634892684,2.537354566,1
Violence Begets... (Paperback),4.240832068,3.43582609,3.322083334,3.694880012,2.604891969,1
"Trusting Thomas (Collars and Cuffs, #2)",4.140315531,3.537372966,3.427926486,3.600235704,2.636047756,23
"Wild Man (Dream Man, #2)",4.179769427,3.430064546,3.33399292,3.634923231,2.707188063,6
Swear on This Life (Paperback),4.179618167,3.546535255,3.380891275,3.732765176,2.67218472,23
Still Life with Tornado (Hardcover),4.238794162,3.367953462,3.31450808,3.723023929,2.638059688,13
"Ride Steady (Chaos, #3)",4.196600279,3.450149194,3.438599501,3.646264712,2.622792052,17
"Third Debt (Indebted, #4)",4.213850402,3.388846779,3.349070628,3.673464125,2.624328646,22
"Crashed (Driven, #3)",4.221860962,3.367633851,3.42356576,3.682665995,2.683276777,17
"Reclaiming the Sand (Reclaiming the Sand, #1)",4.165626384,3.414554526,3.405230124,3.723286854,2.673175406,17
"Wanted (Wanted, #1)",4.147094867,3.289297959,3.409050102,3.662258178,2.766126749,17
"Damaged and the Beast (Damaged, #1)",4.155708843,3.378657858,3.392691003,3.563237377,2.73686398,17
"Mile High (Up in the Air, #2)",4.174987777,3.398279342,3.397040804,3.622647615,2.740761042,17
Bastard Out of Carolina (Mass Market Paperback),4.19485775,3.429080804,3.422018777,3.589628732,2.681573489,11
"Dollars (Dollar, #2)",4.244233666,3.401875509,3.311487257,3.676284606,2.656942114,13
"This is Love, Baby (War &amp; Peace, #2)",4.180432626,3.494123612,3.400271382,3.779697079,2.579133892,1
"Alex (Cold Fury Hockey, #1)",4.036443106,3.575761203,3.418255755,3.626327923,2.63308726,7
"Keep Me (Twist Me, #2)",4.140449843,3.406608147,3.343738739,3.604957524,2.691972029,17
"Her Master's Courtesan (Masters, #1)",4.178383201,3.457909038,3.363435668,3.72603117,2.538345848,1
"The Darker Side of Trey Grey (Trey Grey, #1)",4.171190407,3.433771137,3.323511672,3.616780506,2.619366618,7
"The Good Boy (Boy, #1)",4.107232326,3.385248395,3.243285138,3.587516421,2.714483591,9
Live Through This (Paperback),4.258898771,3.457783784,3.449060784,3.703914961,2.628811039,12
"Grievous (Scarlet Scars, #2)",4.219593585,3.442450431,3.337915339,3.686327368,2.594457562,1
"Riot (Scarred Souls, #4)",4.228414484,3.475018878,3.401420891,3.690932543,2.625809899,1
Orbiting Jupiter (Kindle Edition),4.227572259,3.428249034,3.316049645,3.668453838,2.673995886,26
"Fighting Silence (On the Ropes, #1)",4.143376378,3.382877534,3.404562854,3.810362005,2.751748966,17
"Pierced (Lucian &amp; Lia, #1)",4.121422545,3.350434884,3.332451941,3.658835711,2.688746652,5
Break Her (Kindle Edition),4.217258732,3.384207457,3.268645606,3.586652533,2.629547944,26
"Duck! (Avian Shifters, #1)",4.199594722,3.539041816,3.390606316,3.590016649,2.644622944,26
In the Absence of Light (Paperback),4.220968588,3.529526691,3.409893122,3.646031684,2.587017516,14
"I Know What Love Is (I Know..., #1)",4.212153422,3.418223294,3.309709677,3.718727523,2.615872056,13
"Among the Echoes (Wrecked and Ruined, #2.5; On the Ropes, #0.5)",4.241789999,3.383564487,3.430668867,3.713254222,2.642544185,17
"Perfect Ruin (Unyielding, #2)",4.254478558,3.476946412,3.34305566,3.528098677,2.748343703,29
"Cold-Blooded Beautiful (Beautiful, #2)",4.226445607,3.438447196,3.294974304,3.725560817,2.744022662,6
"Broken (Broken, #1)",4.080807558,3.432376829,3.497002074,3.672249449,2.688027031,17
Screaming in the Silence (Kindle Edition),4.257846226,3.402253961,3.451185772,3.728455241,2.541555153,1
Damaged: The Heartbreaking True Story of a Forgotten Child (Hardcover),4.178325915,3.452609917,3.230173101,3.647317092,2.707096979,6
"Everything, Everything (Hardcover)",4.140665683,3.424350141,3.466951657,3.646415105,2.647033687,17
"Rock Hard (Rock Kiss, #2)",4.177446124,3.424091895,3.363373879,3.665693651,2.685266799,13
"Ignite (Ignite, #1)",4.114565173,3.401815736,3.380477123,3.663380118,2.702092752,17
"Crossing the Line (Battered Hearts, #3)",4.215077686,3.46917042,3.423806438,3.681351176,2.745364237,17
"Trust in Me (Wait for You, #1.5)",4.041128941,3.341860571,3.407250809,3.707228495,2.825666826,5
"Introductions (The Ghost Bird, #1)",4.079262304,3.359004211,3.398799976,3.611195874,2.682967476,17
"Trust Me (TAT: A Rocker Romance, #1)",4.195875839,3.409715375,3.363306906,3.665856149,2.644384332,13
"Driven (Driven, #1)",4.152696254,3.315666779,3.424817852,3.645689432,2.670368825,17
Annie's Song (Mass Market Paperback),4.182237862,3.478243513,3.337916261,3.688672386,2.639884186,23
Why Does He Do That?: Inside the Minds of Angry and Controlling Men (Paperback),4.138377416,3.56514942,3.414014893,3.636820951,2.567189554,16
The Paper Swan (Kindle Edition),4.223158205,3.549538146,3.302771033,3.66057656,2.685640181,26
"Vanquish (Deliver, #2)",4.261460946,3.439125914,3.305032415,3.783702592,2.798100475,5
Worth Keeping (ebook),4.210177231,3.424798827,3.409454628,3.596741743,2.589972827,22
"Infraction (Breach, #2)",4.224496652,3.502143236,3.579457361,3.712973336,2.545125991,12
"The Destiny of Violet &amp; Luke (The Coincidence, #3)",4.160880854,3.403933976,3.319506447,3.66282249,2.674823127,5
"Painted Faces (Painted Faces, #1)",4.206307617,3.512333452,3.447699576,3.728402506,2.634535717,12
Not His Kiss to Take (ebook),4.212162263,3.435906541,3.393196535,3.622126124,2.613341009,22
"Find You in the Dark (Find You in the Dark, #1)",4.227232775,3.488660911,3.534813451,3.737830087,2.666353891,12
"Insanity (Asylum, #1)",4.219842571,3.352979328,3.316254208,3.692616508,2.694391445,17
Breaking Beautiful (Hardcover),4.188253006,3.417655861,3.530083687,3.799955438,2.666507743,12
Sophie &amp; Carter (Paperback),4.191781764,3.456894226,3.371954897,3.711093553,2.694760554,13
"Lev (Shot Callers, #1)",4.220077366,3.512248632,3.423568338,3.599125859,2.614812707,12
"Chloe (Made Men, #3)",4.095181998,3.314202781,3.28741148,3.684143868,2.78445619,5
"Reviving Izabel (In the Company of Killers, #2)",4.174524599,3.512296444,3.522361655,3.532286951,2.608476596,12
Making Faces (ebook),4.212994532,3.543136319,3.500920654,3.775838688,2.592070206,12
The Last Rebellion (ebook),4.26670616,3.425408407,3.213000499,3.618142749,2.627992292,25
"Rock Chick Regret (Rock Chick, #7)",4.257655693,3.37305405,3.507133519,3.821886568,2.632247633,12
One for the Murphys (Hardcover),4.171095337,3.430584426,3.361061902,3.765622014,2.671788304,13
"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs (Hardcover)",4.15378781,3.443794398,3.272660715,3.599076513,2.773109383,6
"Transfer (The Retrieval Duet, #2)",4.196945673,3.485836417,3.385991972,3.648027493,2.667627407,23
"Obligation (Underground Kings, #2)",4.150749268,3.477056458,3.428528039,3.616968927,2.617470239,23
Becoming Calder (Paperback),4.254744144,3.560078235,3.484760359,3.697182062,2.563973807,14
"The Will (Magdalene, #1)",4.190108147,3.383635118,3.373612783,3.647649868,2.665132972,22
The Secret History (Paperback),4.2374136,3.345437451,3.392654078,3.619340319,2.616350169,22
Dear Committee Members (Hardcover),4.195195847,3.423654729,3.357476448,3.757786003,2.472872207,1
Straight Man (Paperback),4.231070515,3.396018067,3.335494811,3.532122517,2.5620966,15
How to Write a Lot: A Practical Guide to Productive Academic Writing (Paperback),4.228506053,3.397482445,3.247349024,3.632653716,2.673621766,6
Moo,4.184235136,3.413017201,3.287695115,3.672103194,2.622905966,13
The Rule of Four (Paperback),4.137808724,3.399934382,3.286422543,3.569864595,2.715687284,6
The Art of Fielding (Hardcover),4.187470402,3.372747795,3.333084223,3.551864831,2.584097427,15
"The History of Sexuality, Volume 1: An Introduction (Paperback)",4.165887137,3.532054287,3.262098743,3.505976982,2.511707673,4
That Old Cape Magic (Audio CD),4.208763024,3.499599058,3.432928706,3.656289779,2.534735672,14
Gender Trouble: Feminism and the Subversion of Identity (Paperback),4.154463665,3.533950091,3.26454118,3.594572082,2.533332123,3
Orientalism (Paperback),4.196712645,3.545008341,3.209081087,3.598130803,2.505488314,3
Discipline and Punish: The Birth of the Prison (Paperback),4.149904845,3.534457443,3.235899502,3.562947825,2.529924226,3
The Professor Is In: The Essential Guide To Turning Your Ph.D. Into a Job (Paperback),4.11481095,3.452105365,3.363222808,3.605474966,2.569245112,7
Special Topics in Calamity Physics (Hardcover),4.180228221,3.373635108,3.265457013,3.604000535,2.688088092,6
Crossing to Safety (Paperback),4.227614749,3.542515966,3.429861433,3.666851844,2.579218627,14
Changing Places (Paperback),4.166381749,3.550751174,3.419916199,3.56830816,2.488533542,21
A PhD Is Not Enough: A Guide To Survival In Science (Paperback),4.074714291,3.513928547,3.288989123,3.526492911,2.501370242,0
Imagined Communities: Reflections on the Origin and Spread of Nationalism (Paperback),4.161675109,3.507119047,3.182423224,3.611684316,2.609357728,18
Lab Girl (Hardcover),4.173128785,3.603114199,3.239628766,3.632868073,2.544478695,3
"Gaudy Night (Lord Peter Wimsey, #12)",4.261263536,3.558414639,3.463587104,3.637605859,2.532058156,14
Getting What You Came for: The Smart Student's Guide to Earning an M.A. or a Ph.D. (Paperback),4.058755325,3.485041916,3.316575061,3.604361334,2.467908265,0
The Shakespeare Requirement (Kindle Edition),4.154624502,3.496335717,3.309827595,3.650950047,2.495193041,10
Slow Professor: Challenging the Culture of Speed in the Academy (Paperback),4.174208518,3.4976202,3.371648072,3.643726776,2.507635543,2
Blue Angel (Paperback),4.19932591,3.372166135,3.32263261,3.570698783,2.649104178,29
Deaf Sentence (Paperback),4.20033982,3.472566249,3.288706231,3.55546282,2.541668448,15
Nice Work (Paperback),4.216070098,3.502245253,3.390054759,3.582352231,2.433973034,2
Small World (Paperback),4.213945616,3.515021515,3.351410353,3.612641506,2.475961421,2
Foreign Affairs (Paperback),4.148096694,3.518371278,3.38136563,3.533013093,2.653798561,7
They Say / I Say: The Moves That Matter in Academic Writing (Paperback),4.190610267,3.387697842,3.233789272,3.622986685,2.60719027,26
Wonder Boys,4.22203841,3.431688842,3.422299949,3.679033765,2.582329281,22
The Lecturer's Tale (Paperback),4.252356754,3.455300593,3.342638759,3.656528235,2.510581392,1
The Odyssey (Paperback),4.220701366,3.538033275,3.296169878,3.558559418,2.498950844,2
The Republic (Paperback),4.256122633,3.655971715,3.316523404,3.661051627,2.486267611,16
What the Best College Teachers Do (Hardcover),4.100905312,3.626265178,3.338514702,3.596131796,2.551274662,7
Graduate Study for the Twenty-First Century: How to Build an Academic Career in the Humanities (Paperback),4.071460579,3.521108284,3.330367953,3.647288383,2.487578753,4
Mythologies (Paperback),4.228339531,3.540472869,3.248610143,3.588586524,2.500411489,3
The Order of Things: An Archaeology of the Human Sciences (Paperback),4.214930068,3.545599285,3.294955054,3.548379501,2.48088934,2
"Bodies That Matter: On the Discursive Limits of ""Sex"" (Paperback)",4.185690236,3.522717509,3.30135378,3.543212757,2.542812845,3
Professors as Writers: A Self-Help Guide to Productive Writing (Paperback),4.193592721,3.359869049,3.200434353,3.536725667,2.726384586,9
Admission (Hardcover),4.199328416,3.416144004,3.318715322,3.633519188,2.641761004,22
Loner (Hardcover),4.163408012,3.451820093,3.280420485,3.644447689,2.625478024,13
The Unwritten Rules of Ph.D. Research (Paperback),4.135956983,3.525122318,3.227981127,3.48952711,2.694300644,3
Lord of the Flies (Paperback),4.203644626,3.459971968,3.32572626,3.533103607,2.611335993,15
Stylish Academic Writing (Hardcover),4.215552101,3.389827395,3.217125331,3.630399162,2.64862684,25
How to Write a Thesis (Paperback),4.130546571,3.508487557,3.177840549,3.590761763,2.561684915,0
The Last Lecture (Kindle Edition),4.211501854,3.408445096,3.402678039,3.571032866,2.622110301,11
"The Human Stain (The American Trilogy, #3)",4.193825499,3.458201226,3.349909882,3.494023016,2.551408628,15
Borderlands/La Frontera: The New Mestiza (Hardcover),4.174447477,3.46030735,3.257848121,3.698111321,2.598513736,0
Pictures from an Institution (Paperback),4.234167661,3.368836757,3.276527302,3.5982901,2.577070748,15
"A Manual for Writers of Research Papers, Theses, and Dissertations: Chicago Style for Students and Researchers (Paperback)",4.108457742,3.460828749,3.191732421,3.630410866,2.550664953,0
Academically Adrift: Limited Learning on College Campuses (Paperback),4.094459325,3.602944114,3.247784948,3.519052,2.506082667,27
"All is Forgotten, Nothing is Lost (Hardcover)",4.220708084,3.505080405,3.386503295,3.611496256,2.615801529,26
The Possessed: Adventures With Russian Books and the People Who Read Them (Paperback),4.169719206,3.495632084,3.26939844,3.740009617,2.487637055,4
"The Finer Points of Sausage Dogs (Portuguese Irregular Verbs, #2)",4.143701733,3.405964752,3.213048577,3.616902254,2.687991127,25
Poetics (Paperback),4.261724413,3.490127044,3.266674858,3.647002639,2.559632541,10
This Bridge Called My Back: Writings by Radical Women of Color (Paperback),4.176781975,3.500073868,3.324707425,3.708439006,2.616180523,13
The Elements of Style (Hardcover),4.210436706,3.322138176,3.228357914,3.659056903,2.654231643,25
Intuition (Paperback),4.199080937,3.47527415,3.242948497,3.512878791,2.538169487,3
Chemistry (Kindle Edition),4.242694148,3.610787855,3.333182405,3.629729303,2.563914674,16
"Quieter than Sleep (A Karen Pelletier Mystery, #1)",4.198331338,3.324961869,3.232844422,3.563490174,2.678253304,6
The Fall of the Faculty (Hardcover),4.105969671,3.529768874,3.316127649,3.553790795,2.583248707,27
The Closing of the American Mind (Paperback),4.155226617,3.570150567,3.320339222,3.51604597,2.406901954,4
In the Basement of the Ivory Tower: Confessions of an Accidental Academic (Hardcover),4.089768854,3.463478248,3.362430959,3.553012291,2.564181065,7
Epistemology of the Closet (Paperback),4.157580169,3.516864525,3.207006469,3.613413015,2.576551817,0
The Lake of Dead Languages (Paperback),4.136649474,3.498806516,3.313047,3.700363173,2.600749948,7
"Black Skin, White Masks (Paperback)",4.220555999,3.553657277,3.328280798,3.540608258,2.46746784,2
Prep (Paperback),4.093589723,3.493638388,3.383124419,3.599910074,2.564645293,7
The Origin of Species (Hardcover),4.224930551,3.541493782,3.264105174,3.639035645,2.539035895,3
Writing Your Dissertation in Fifteen Minutes a Day (Paperback),4.226908392,3.378284873,3.215437123,3.641870531,2.695387746,6
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary (Paperback)",4.128795592,3.472152834,3.238758034,3.541580356,2.621860461,9
"Authoring a Ph.D.: How to Plan, Draft, Write and Finish a Doctoral Thesis or Dissertation (Paperback)",4.125936494,3.460600086,3.238715522,3.595782248,2.701277252,6
"Good-Bye, Mr. Chips (Paperback)",4.153557164,3.524293941,3.46477319,3.57271869,2.519111399,21
Undoing Gender (Paperback),4.16678133,3.571330737,3.267710061,3.605297239,2.534742161,3
Pedagogy of the Oppressed (Paperback),4.20592217,3.670793044,3.389319334,3.589421083,2.4426282,24
The Language Instinct: How the Mind Creates Language (Paperback),4.175497513,3.378001544,2.985968763,3.569140643,2.687043766,8
How to Read Literature Like a Professor (Paperback),4.15060949,3.414757052,3.229333656,3.677031038,2.555427194,0
On Writing Well: The Classic Guide to Writing Nonfiction (Paperback),4.257466894,3.430227038,3.181646891,3.646815739,2.687212015,25
Writing and Difference (Paperback),4.254892135,3.409766554,3.192739983,3.634874363,2.661227549,25
The Archaeology of Knowledge &amp; The Discourse on Language (Paperback),4.25741433,3.483274893,3.280335172,3.646567915,2.532761971,10
Decolonizing Methodologies: Research and Indigenous Peoples (Paperback),4.056510452,3.549949403,3.175408744,3.587782992,2.494361146,3
"Antigone (The Theban Plays, #3)",4.241072346,3.409762235,3.383956663,3.594400112,2.534651554,2
Literary Theory: A Very Short Introduction (Paperback),4.201156113,3.53213026,3.215136348,3.668025697,2.49724535,10
The Emperor of Ocean Park (Paperback),4.14071019,3.363577047,3.268421092,3.522080156,2.663421328,9
Publish and Perish: Three Tales of Tenure and Terror (Paperback),4.195392075,3.417085282,3.223438333,3.553581158,2.631269502,9
Less Than Angels (Paperback),4.23115371,3.531419471,3.318290736,3.604571053,2.556387631,16
The Archivist (Paperback),4.189441575,3.50196334,3.387015406,3.627332316,2.547071063,16
Distinction: A Social Critique of the Judgement of Taste (Paperback),4.099515232,3.426262376,3.179053395,3.507560108,2.582145329,9
Culture and Imperialism (Paperback),4.198462353,3.486306007,3.135797689,3.616555319,2.608934311,18
"The History of Sexuality, Volume 2: The Use of Pleasure (Paperback)",4.170694367,3.542531082,3.426103299,3.614695817,2.469076019,14
Writing Science: How to Write Papers That Get Cited and Proposals That Get Funded (Paperback),4.261732713,3.440711845,3.184582409,3.597449543,2.651318687,25
