ID,Title,OPN,CON,EXT,AGR,NEU,Clusters,,,,,
9019,"Drive to the East (Settling Accounts, #2)",4.151987819,3.481944422,3.390377606,3.561061688,2.485825579, ,,,,,
9020,"The Victorious Opposition (American Empire, #3)",4.126808998,3.470059727,3.350841405,3.527124073,2.529683426, ,,,,,
9021,"Bitter Seeds (The Milkweed Triptych, #1)",4.187447844,3.419952936,3.28346607,3.502156516,2.597203119, ,,,,,
9022,"The Grapple (Settling Accounts, #3)",4.146636492,3.510171689,3.332873502,3.584160121,2.580066817, ,,,,,
9023,"Second Contact (Colonization, #1)",4.161232543,3.44751105,3.324459106,3.517359171,2.615034407, ,,,,,
9024,"Into the Storm (Destroyermen, #1)",4.231716674,3.443298261,3.425938546,3.598404683,2.443373406, ,,,,,
9025,"Lost in a Good Book (Thursday Next, #2)",4.099327162,3.327436419,3.418937696,3.690930499,2.645163444, ,,,,,
9026,"In at the Death (Settling Accounts, #4)",4.143978173,3.413533539,3.342875916,3.556892183,2.564296436, ,,,,,
9027,1634 The Baltic War (Hardcover),4.206700748,3.502603977,3.336652926,3.580460932,2.526936108, ,,,,,
9028,The Peshawar Lancers (Paperback),4.225969564,3.515361423,3.347046626,3.601179596,2.430986882, ,,,,,
9029,"Against the Tide of Years (Nantucket, #2)",4.217031883,3.41174668,3.381868835,3.62045222,2.570321949, ,,,,,
9030,Ruled Britannia (Paperback),4.198145789,3.391460781,3.442429097,3.742894975,2.430039484, ,,,,,
9031,"Weapons of Choice (Axis of Time, #1)",4.11655875,3.47773459,3.293354512,3.518321909,2.438867489, ,,,,,
9032,"Down to Earth (Colonization, #2)",4.183033251,3.420950047,3.414074561,3.580249453,2.62011358, ,,,,,
9033,"Ha'penny (Small Change, #2)",4.177774331,3.374715521,3.318599018,3.595638952,2.576193169, ,,,,,
9034,"Blood of Tyrants (Temeraire, #8)",4.140430875,3.399108983,3.386155334,3.586537671,2.592234854, ,,,,,
9035,"On the Oceans of Eternity (Nantucket, #3)",4.213281263,3.385044001,3.331878142,3.635536856,2.531276208, ,,,,,
9036,"Etiquette &amp; Espionage (Finishing School, #1)",4.117805005,3.455057782,3.242700158,3.637449435,2.674390643, ,,,,,
9037,My Real Children (Hardcover),4.28601774,3.600061903,3.457137733,3.549607835,2.532717232, ,,,,,
9038,"The Strange Affair of Spring Heeled Jack (Burton &amp; Swinburne, #1)",4.291330764,3.434407438,3.398168896,3.63153717,2.514411862, ,,,,,
9039,"Aftershocks (Colonization, #3)",4.18302742,3.391771577,3.362533496,3.627085446,2.572477368, ,,,,,
9040,"Dies the Fire (Emberverse, #1)",4.26224136,3.450811124,3.435775644,3.647577111,2.437135525, ,,,,,
9041,"The Fated Sky (Lady Astronaut, #2)",4.210580041,3.492580135,3.32261532,3.623859251,2.603331782, ,,,,,
9042,"Half a Crown (Small Change, #3)",4.178992671,3.413439791,3.293532211,3.616142179,2.548420634, ,,,,,
9043,Conquistador (Mass Market Paperback),4.23136002,3.428907556,3.3874867,3.593586062,2.497230399, ,,,,,
9044,"Hitler's War (The War That Came Early, #1)",4.163932686,3.503073158,3.35000553,3.482567072,2.536136849, ,,,,,
9045,"Red Prophet (Tales of Alvin Maker, #2)",4.185860215,3.41969649,3.376788052,3.590426213,2.577974894, ,,,,,
9046,"1634: The Ram Rebellion (Assiti Shards, #4)",4.211986002,3.50515018,3.318762333,3.52052334,2.588249578, ,,,,,
9047,"Something Rotten (Thursday Next, #4)",4.156975725,3.368120441,3.393248464,3.699974027,2.540522753, ,,,,,
9048,In the Presence of Mine Enemies (Paperback),4.224433487,3.445079652,3.278917703,3.669730878,2.56076094, ,,,,,
9049,"Ring of Fire (Ring of Fire Anthology, #1)",4.206737758,3.458430611,3.165157727,3.544401793,2.64572858, ,,,,,
9050,Pavane (Paperback),4.262652614,3.494962892,3.22762401,3.506194458,2.519481774, ,,,,,
9051,Dominion (Hardcover),4.2162682,3.511219984,3.366237946,3.602682984,2.462179695, ,,,,,
9052,"Days of Infamy (Days of Infamy, #1)",4.091144067,3.5290852,3.440907547,3.58086184,2.516315237, ,,,,,
9053,"1634: The Bavarian Crisis  (Assiti Shards, #6)",4.139840396,3.405415393,3.290069515,3.544513225,2.62218665, ,,,,,
9054,"Dreadnought (The Clockwork Century, #2)",4.241445406,3.477440432,3.427648873,3.61689891,2.501778004, ,,,,,
9055,"Shades of Milk and Honey (Glamourist Histories, #1)",4.242951128,3.406043093,3.256623033,3.542029872,2.611329409, ,,,,,
9056,SS-GB (Paperback),4.146173439,3.496576704,3.290961325,3.536350668,2.604578187, ,,,,,
9057,"Opening Atlantis (Atlantis, #1)",4.178862567,3.438929554,3.297798763,3.602221086,2.599459695, ,,,,,
9058,Bring the Jubilee (Paperback),4.222956326,3.641582388,3.443241247,3.490435702,2.414536544, ,,,,,
9059,"Kushiel's Dart (Ph̬dre's Trilogy, #1)",4.211337142,3.379070581,3.3211855,3.581190962,2.569863245, ,,,,,
9060,"Thirteenth Child (Frontier Magic, #1)",4.262131183,3.339650528,3.236391499,3.625837277,2.619122068, ,,,,,
9061,The Well of Lost Plots (Thursday Next #3),4.103111648,3.328429883,3.363534215,3.65047194,2.679981611, ,,,,,
9062,"Prentice Alvin (Tales of Alvin Maker, #3)",4.152759605,3.429321413,3.435845194,3.587414186,2.57623588, ,,,,,
9063,"Hard Magic (Grimnoir Chronicles, #1)",4.225753843,3.404570574,3.287194224,3.544167472,2.574895435, ,,,,,
9064,Making History (Kindle Edition),4.247920902,3.554530599,3.308280577,3.589290736,2.561809758, ,,,,,
9065,"Alvin Journeyman (Tales of Alvin Maker, #4)",4.16175717,3.372662744,3.399764908,3.680657265,2.59607472, ,,,,,
9066,The Two Georges (Paperback),4.188921563,3.443507888,3.37952098,3.586098096,2.577430998, ,,,,,
9067,"Designated Targets (Axis of Time, #2)",4.150251467,3.455216229,3.296351029,3.526382096,2.492503732, ,,,,,
9068,Radiance (Hardcover),4.233197766,3.430393613,3.308034116,3.651506505,2.643551492, ,,,,,
9069,Marvel 1602 (Paperback),4.212312092,3.424669626,3.289720649,3.568147231,2.575040495, ,,,,,
9070,"Homeward Bound (Tosev, #8)",4.141112627,3.39523414,3.362870757,3.620222926,2.595082783, ,,,,,
9071,"1635: Cannon Law (Assiti Shards, #8)",4.161063135,3.363527909,3.308081051,3.617966501,2.61826363, ,,,,,
9072,"Clash of Eagles (Clash of Eagles, #1)",4.184566515,3.554383292,3.435350794,3.584307865,2.477591735, ,,,,,
9073,"1812: The Rivers of War (Trail of Glory, #1)",4.213173239,3.495066336,3.339492529,3.568296999,2.497031316, ,,,,,
9074,"Crusade (Destroyermen, #2)",4.205645707,3.455027128,3.436245846,3.61080305,2.500635535, ,,,,,
9075,Pastwatch: The Redemption of Christopher Columbus (Paperback),4.177091191,3.453966645,3.40722069,3.60561614,2.53320543, ,,,,,
9076,"Blood for Blood (Wolf By Wolf, #2)",4.17744328,3.449361132,3.333719847,3.621450604,2.628868994, ,,,,,
9077,"First Among Sequels (Thursday Next, #5)",4.095318888,3.352586835,3.310976905,3.646630513,2.640401257, ,,,,,
9078,1901 (Mass Market Paperback),4.134171931,3.52154795,3.27490318,3.503217219,2.584677471, ,,,,,
9079,"A Meeting at Corvallis (Emberverse, #3)",4.190404279,3.407785144,3.301419774,3.596409792,2.57551252, ,,,,,
9080,Ghost Talkers (Hardcover),4.239158396,3.589139476,3.288451381,3.459004263,2.631191917, ,,,,,
9081,"Timeless (Parasol Protectorate, #5)",4.191762792,3.378698386,3.347888057,3.620674146,2.659107257, ,,,,,
9082,What If?: The World's Foremost Historians Imagine What Might Have Been (What If #1),4.098104732,3.555606487,3.292525489,3.520594209,2.496907234, ,,,,,
9083,"Final Impact (Axis of Time, #3)",4.116919974,3.469072005,3.347783562,3.554226358,2.487924109, ,,,,,
9084,Nation (Hardcover),4.209579985,3.450483233,3.3514977,3.616015563,2.548540584, ,,,,,
9085,"1635: The Dreeson Incident (Assiti Shards, #9)",4.172503748,3.410016394,3.314555765,3.570389198,2.622203334, ,,,,,
9086,The Only Harmless Great Thing (Paperback),4.216461987,3.447641383,3.334506553,3.63386906,2.579728841, ,,,,,
9087,1636: The Saxon Uprising (Hardcover),4.195938654,3.477348795,3.310223218,3.535335906,2.537560827, ,,,,,
9088,"Maelstrom (Destroyermen, #3)",4.230770904,3.430699752,3.424657108,3.618524683,2.556725323, ,,,,,
9089,"The Protector's War (Emberverse, #2)",4.215529913,3.451577047,3.391805635,3.632349847,2.526537031, ,,,,,
9090,1635: The Eastern Front (Hardcover),4.143816561,3.453470849,3.375284812,3.601439901,2.508754047, ,,,,,
9091,"Front Lines (Front Lines, #1)",4.131827148,3.558703579,3.343383125,3.569553189,2.558615844, ,,,,,
9092,"Glamour in Glass (Glamourist Histories, #2)",4.198751143,3.437984447,3.297390692,3.567847418,2.638577809, ,,,,,
9093,Darwinia (Paperback),4.266316463,3.424997385,3.386445909,3.578719048,2.559275149, ,,,,,
9094,The Last Days of New Paris (Kindle Edition),4.25056945,3.523573646,3.362583272,3.577931428,2.610926926, ,,,,,
9095,"Rising Tides (Destroyermen, #5)",4.163072514,3.381846054,3.375362245,3.586820791,2.617479565, ,,,,,
9096,"Distant Thunders (Destroyermen, #4)",4.175744056,3.427112826,3.423953754,3.653046303,2.541735637, ,,,,,
9097,"Heartfire (Tales of Alvin Maker, #5)",4.131063678,3.386804758,3.381112646,3.546782849,2.624676365, ,,,,,
9098,The Best Alternate History Stories of the 20th Century (Paperback),4.18939439,3.595233247,3.297795066,3.550095025,2.538264282, ,,,,,
9099,"Lion's Blood (Lion's Blood, #1)",4.191853006,3.481111577,3.289260272,3.547524806,2.594363355, ,,,,,
9100,"Gunpowder Empire (Crosstime Traffic, #1)",4.217193134,3.431495123,3.377083678,3.609901505,2.549559709, ,,,,,
9101,The Black God's Drums (Kindle Edition),4.256687514,3.428828756,3.459544704,3.649157326,2.543058005, ,,,,,
9102,"An Oblique Approach (Belisarius, #1)",4.190185842,3.403329684,3.287958463,3.563324796,2.530945897, ,,,,,
9103,The Man with the Iron Heart (Hardcover),4.130594244,3.579398439,3.324256682,3.503763249,2.513805368, ,,,,,
9104,"End of the Beginning (Days of Infamy, #2)",4.102130748,3.532615348,3.444743715,3.579552232,2.477545285, ,,,,,
9105,"The Sunrise Lands (Emberverse, #4)",4.203197326,3.427783206,3.406990673,3.6142322,2.587620424, ,,,,,
9106,"Firestorm (Destroyermen, #6)",4.203483286,3.452895677,3.303492704,3.59834925,2.576934026, ,,,,,
9107,"Clementine (The Clockwork Century, #1.1)",4.243743803,3.412573914,3.298423822,3.590121772,2.516400912, ,,,,,
9108,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",4.203033827,3.44788719,3.329667827,3.657759808,2.596312034, ,,,,,
9109,The Mirage (Hardcover),4.225329605,3.442963273,3.425683358,3.601823253,2.437315941, ,,,,,
9110,"Grantville Gazette, Volume I (Grantville Gazette, #1)",4.192515595,3.478834821,3.186723224,3.538235115,2.635687242, ,,,,,
9111,"Stars and Stripes Forever (Stars and Stripes, #1)",4.170589303,3.517533779,3.369661201,3.559234406,2.506304317, ,,,,,
9112,"The Coldest War (The Milkweed Triptych, #2)",4.19341689,3.406664639,3.302210572,3.546278797,2.581199895, ,,,,,
9113,1945 (Paperback),4.161653573,3.545968963,3.375940716,3.496603863,2.464706199, ,,,,,
9114,"1635: Papal Stakes (Assiti Shards, #11)",4.173975212,3.422504524,3.30466744,3.536262012,2.601500734, ,,,,,
9115,"West and East (The War That Came Early, #2)",4.149861739,3.542106579,3.353458921,3.581613032,2.607779704, ,,,,,
9116,"Across the Great Barrier (Frontier Magic, #2)",4.195583396,3.40849626,3.293090207,3.584705508,2.638833772, ,,,,,
9117,"Kushiel's Chosen (Ph̬dre's Trilogy, #2)",4.24443481,3.386977871,3.368471146,3.578391543,2.601826535, ,,,,,
9118,"In the Heart of Darkness (Belisarius, #2)",4.189712451,3.431164208,3.310510394,3.621209228,2.562120488, ,,,,,
9119,"Bombs Away (The Hot War, #1)",4.200509686,3.439128578,3.381658709,3.500047469,2.501677772, ,,,,,
9120,"Sorcerer to the Crown (Sorcerer Royal, #1)",4.163060678,3.38998898,3.248882902,3.515268371,2.600413191, ,,,,,
9121,"Wild Cards (Wild Cards, #1)",4.207409964,3.390687157,3.25032353,3.510118068,2.612662622, ,,,,,
9122,"Spellbound (Grimnoir Chronicles, #2)",4.211215584,3.350683515,3.386685157,3.592182751,2.571821984, ,,,,,
9123,"Ganymede (The Clockwork Century, #3)",4.219672674,3.413196604,3.380323849,3.615641797,2.543825237, ,,,,,
9124,"The Bloody Red Baron (Anno Dracula, #2)",4.161055368,3.525108151,3.347840596,3.515067541,2.574618006, ,,,,,
9125,"West of Eden (West of Eden, #1)",4.210887111,3.446638047,3.286342148,3.536748902,2.594750829, ,,,,,
9126,"Taste of Marrow (River of Teeth, #2)",4.157111319,3.3414184,3.401592238,3.588356809,2.622350087, ,,,,,
9127,The Impeachment of Abraham Lincoln (Hardcover),4.14175718,3.352598528,3.301621512,3.492681864,2.58451953, ,,,,,
9128,"Iron Gray Sea (Destroyermen, #7)",4.198222047,3.418054344,3.373566765,3.649466285,2.560860029, ,,,,,
9129,"Sorcery &amp; Cecelia: or The Enchanted Chocolate Pot (Cecelia and Kate, #1)",4.144627471,3.373053686,3.273628711,3.631584812,2.654627151, ,,,,,
9130,United States of Japan (ebook),4.136107751,3.562822624,3.412074429,3.531449015,2.487217208, ,,,,,
9131,"Without a Summer (Glamourist Histories, #3)",4.163879109,3.450307218,3.417044961,3.531486849,2.635042843, ,,,,,
9132,"1636: The Kremlin Games (Assiti Shards, #13)",4.177729187,3.461937854,3.273898632,3.593935967,2.551146407, ,,,,,
9133,"The Big Switch (The War That Came Early, #3)",4.121700124,3.528029241,3.341396578,3.534465812,2.561350944, ,,,,,
9134,"The Scourge of God (Emberverse, #5)",4.222440132,3.434508755,3.372888943,3.626859529,2.566960921, ,,,,,
9135,"Blackout (All Clear, #1)",4.127859859,3.419140448,3.29739882,3.540959609,2.62907857, ,,,,,
9136,"The Sword of the Lady (Emberverse, #6)",4.200544748,3.415329426,3.372992522,3.550751356,2.585768225, ,,,,,
9137,It Can't Happen Here (Paperback),4.108275619,3.496714525,3.365304326,3.519659459,2.470865812, ,,,,,
9138,"Arabella of Mars (Adventures of Arabella Ashby, #1)",4.229494502,3.49892719,3.342186869,3.62112003,2.557754793, ,,,,,
9139,"The Native Star (Veneficas Americana, #1)",4.168512222,3.401750303,3.299099668,3.551210946,2.581072623, ,,,,,
9140,"Karen Memory (Karen Memory, #1)",4.160826675,3.483712391,3.39978112,3.612095224,2.563367326, ,,,,,
9141,"God Save the Queen (The Immortal Empire, #1)",4.200518551,3.402311386,3.41412642,3.57318015,2.64846166, ,,,,,
9142,"The Curious Case of the Clockwork Man (Burton &amp; Swinburne, #2)",4.237826077,3.401278928,3.406902071,3.632658185,2.562246, ,,,,,
9143,"The League of Extraordinary Gentlemen, Vol. 1 (Paperback)",4.146547087,3.409395953,3.269207514,3.608256333,2.566585928, ,,,,,
9144,1862 (Paperback),4.185283897,3.502950586,3.391652575,3.532634978,2.484742272, ,,,,,
9145,Agent of Byzantium (Hardcover),4.256882216,3.480553506,3.270050111,3.602324518,2.583933232, ,,,,,
9146,"Newton's Cannon (Age of Unreason, #1)",4.221044271,3.412706325,3.252427348,3.528949818,2.550480667, ,,,,,
9147,"Destiny's Shield (Belisarius, #3)",4.18442365,3.484259365,3.334813602,3.596813558,2.501151467, ,,,,,
9148,"Fortune's Stroke (Belisarius, #4)",4.198351584,3.455245753,3.295726844,3.627378369,2.555048447, ,,,,,
9149,"Storm Surge (Destroyermen, #8)",4.198964711,3.493405212,3.396837682,3.631624807,2.524734819, ,,,,,
9150,"One of Our Thursdays Is Missing (Thursday Next, #6)",4.118937949,3.310645053,3.414226016,3.688589092,2.609146171, ,,,,,
9151,"Marching Through Georgia (Draka, #1)",4.184062538,3.543641802,3.300545095,3.554078493,2.533931053, ,,,,,
9152,"Warbound (Grimnoir Chronicles, #3)",4.244331294,3.355493316,3.34973198,3.564509188,2.599393576, ,,,,,
9153,"Paper and Fire (The Great Library, #2)",4.194409143,3.437420183,3.398393049,3.671087082,2.564410934, ,,,,,
9154,"The Invisible Library (The Invisible Library, #1)",4.147001935,3.419444627,3.399077889,3.710176887,2.535725351, ,,,,,
9155,"The Far West (Frontier Magic, #3)",4.2229346,3.459336543,3.283078885,3.620436428,2.617671423, ,,,,,
9156,Himmler's War (Hardcover),4.190699723,3.569253325,3.287543374,3.465718237,2.541364842, ,,,,,
9157,"The United States of Atlantis  (Atlantis, #2)",4.162530846,3.450961993,3.304285509,3.529096889,2.57388863, ,,,,,
9158,Roma Eterna (Paperback),4.233968336,3.531489294,3.279284869,3.523258958,2.561977101, ,,,,,
9159,"The Mechanical (The Alchemy Wars, #1)",4.236672137,3.444855267,3.280642499,3.546788909,2.531559772, ,,,,,
9160,"Valour and Vanity (Glamourist Histories, #4)",4.170625718,3.456574423,3.414119483,3.611741778,2.631769425, ,,,,,
9161,All Our Wrong Todays (Kindle Edition),4.229021778,3.483468752,3.32898488,3.581592839,2.469742015, ,,,,,
9162,"Without Warning (The Disappearance, #1)",4.212564598,3.507097586,3.440321032,3.571456401,2.453212696, ,,,,,
9163,Cryptonomicon (Paperback),4.184613326,3.411997515,3.303326353,3.615713425,2.581060589, ,,,,,
9164,"The Tide of Victory (Belisarius, #5)",4.188527991,3.422217269,3.329354885,3.64154732,2.60340806, ,,,,,
9165,The Alteration (Paperback),4.232943742,3.49213593,3.337075448,3.589975373,2.562318187, ,,,,,
9166,"The Disunited States of America (Crosstime Traffic, #4)",4.110420491,3.477192488,3.413287245,3.566107524,2.559822182, ,,,,,
9167,Joe Steele (Hardcover),4.191998755,3.526838794,3.355258657,3.560906486,2.449598322, ,,,,,
9168,"Coup d'Etat (The War That Came Early, #4)",4.144606652,3.459294705,3.354642137,3.57126398,2.548015503, ,,,,,
9169,"The Alchemist of Souls (Night's Masque, #1)",4.21543652,3.394873065,3.384115266,3.512641521,2.58271213, ,,,,,
9170,1942 (Paperback),4.137199115,3.546462757,3.42470767,3.525518764,2.503266196, ,,,,,
9171,Superman: Red Son (Paperback),4.181474471,3.419795385,3.283477262,3.44612584,2.654595826, ,,,,,
9172,Worlds that Weren't (Paperback),4.178158397,3.53384679,3.250053526,3.514389066,2.624244666, ,,,,,
9173,"1824: The Arkansas War (Trail of Glory, #2)",4.159724742,3.462929161,3.287408312,3.579467032,2.597520715, ,,,,,
9174,"Deadly Shores (Destroyermen, #9)",4.185488796,3.396802913,3.313877172,3.61161764,2.573949991, ,,,,,
9175,"The Greyfriar (Vampire Empire, #1)",4.191117259,3.501680356,3.467369687,3.593271705,2.578020704, ,,,,,
9176,"Kushiel's Scion (Imriel's Trilogy, #1)",4.23355803,3.475750439,3.420326671,3.605500685,2.582179859, ,,,,,
9177,What If? 2: Eminent Historians Imagine What Might Have Been (What If #2),4.14406828,3.517853814,3.340302445,3.541174862,2.531015753, ,,,,,
9178,For Want of a Nail: If Burgoyne had won at Saratoga (Paperback),4.182450842,3.498409283,3.326867418,3.597330548,2.508684674, ,,,,,
9179,Roads Not Taken: Tales of Alternate History (Paperback),4.174629413,3.668028767,3.265378459,3.491879379,2.426893755, ,,,,,
9180,"The High King of Montival (Emberverse, #7)",4.211955343,3.418789918,3.372328503,3.596213105,2.574345414, ,,,,,
9181,1920: America's Great War (Hardcover),4.181353783,3.641574503,3.264341759,3.547145447,2.463283195, ,,,,,
9182,"1636: The Devil's Opera (Assiti Shards, #15)",4.193258397,3.410714701,3.345414494,3.585499674,2.618401528, ,,,,,
9183,"Necessary Evil (Milkweed Triptych, #3)",4.164241381,3.408180233,3.347237916,3.572274235,2.580515157, ,,,,,
9184,"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",4.175994954,3.475184515,3.280137637,3.652893117,2.629476124, ,,,,,
9185,The Iron Dream (Mass Market Paperback),4.304525898,3.534922299,3.385083021,3.48634263,2.367833325, ,,,,,
9186,"The Dance of Time (Belisarius, #6)",4.21789779,3.418139336,3.313243154,3.575742399,2.598739278, ,,,,,
9187,Resurrection Day (Paperback),4.194076796,3.454678676,3.321919576,3.554338682,2.615513088, ,,,,,
9188,"Kushiel's Justice (Imriel's Trilogy, #2)",4.198134933,3.46163325,3.401104268,3.585138545,2.633638387, ,,,,,
9189,"1636: The Viennese Waltz (Assiti Shards, #17)",4.173256606,3.498930116,3.324043583,3.624331926,2.592864803, ,,,,,
9190,"Empire State (Empire State, #1)",4.207373792,3.446057749,3.393793314,3.634471765,2.554329568, ,,,,,
9191,"The Inexplicables (The Clockwork Century, #4)",4.253709552,3.390650559,3.36036617,3.625886415,2.609345262, ,,,,,
9192,"Stone Spring (Northland, #1)",4.248171524,3.458985597,3.386522412,3.60038497,2.479880521, ,,,,,
9193,The Map of Time (Hardcover),4.27797592,3.440419598,3.380070012,3.626336596,2.520786073, ,,,,,
9194,"Liberating Atlantis (Atlantis, #3)",4.179300584,3.436676904,3.337120332,3.587704521,2.555947898, ,,,,,
9195,"Ring of Fire II (Ring of Fire Anthology, #2)",4.217833337,3.488029469,3.200053826,3.592508401,2.572999976, ,,,,,
9196,"To Say Nothing of the Dog (Oxford Time Travel, #2)",4.146290201,3.466034869,3.32717612,3.670078286,2.531758453, ,,,,,
9197,The Berlin Project (Hardcover),4.153418046,3.539389716,3.331459874,3.513651775,2.479502278, ,,,,,
9198,"1635: A Parcel of Rogues (Assiti Shards, #7)",4.175665674,3.422699436,3.360018359,3.589677894,2.591899062, ,,,,,
9199,The First Fifteen Lives of Harry August (Kindle Edition),4.284966526,3.464595501,3.539722072,3.61633806,2.511993113, ,,,,,
9200,"Dragon Slayer of Trondheim (The Story of Owen, #1)",4.197142394,3.358657673,3.299666929,3.656171393,2.566976663, ,,,,,
9201,Rising Sun (Hardcover),4.142237599,3.492752943,3.388583911,3.575031246,2.539559449, ,,,,,
9202,"The Tears of the Sun (Emberverse, #8)",4.148657348,3.356899693,3.325322332,3.563553305,2.640759615, ,,,,,
9203,Alternate Generals (Mass Market Paperback),4.214916007,3.569883226,3.231288371,3.534766629,2.59362523, ,,,,,
9204,"Gettysburg (Gettysburg, #1)",4.2017647,3.537605258,3.37577268,3.519452594,2.465494043, ,,,,,
9205,Dracula Cha Cha Cha (Anno Dracula #3),4.11324588,3.439428184,3.354581478,3.503262617,2.661124681, ,,,,,
9206,"The Tropic of Serpents (The Memoirs of Lady Trent, #2)",4.199784461,3.447871849,3.378572279,3.676273957,2.596558098, ,,,,,
9207,"The Woman Who Died a Lot (Thursday Next, #7)",4.156560762,3.411908319,3.560320115,3.712628043,2.459908736, ,,,,,
9208,The Inventor's Secret (The Inventor's Secret #1),4.197202963,3.410989375,3.375585382,3.644371627,2.630238762, ,,,,,
9209,"The Golem's Eye (Bartimaeus, #2)",4.200961663,3.402921833,3.264098769,3.568260731,2.673364257, ,,,,,
9210,The Dragon Waiting (Paperback),4.270768781,3.372556634,3.292163678,3.590402218,2.581222036, ,,,,,
9211,The Haunting of Tram Car 015 (Paperback),4.251051061,3.427444443,3.392187436,3.584424203,2.543994366, ,,,,,
9212,"Blood in the Water (Destroyermen, #11)",4.127453589,3.451443599,3.356830389,3.629758261,2.639050971, ,,,,,
9213,"Straits of Hell (Destroyermen, #10)",4.217293864,3.402001463,3.31386696,3.621180171,2.616858182, ,,,,,
9214,"Born Wicked (The Cahill Witch Chronicles, #1)",4.155506016,3.443765677,3.437526864,3.671874842,2.608254747, ,,,,,
9215,"The Hammer and the Cross (Hammer and the Cross, #1)",4.201340971,3.500695751,3.314684423,3.512716976,2.5420309, ,,,,,
9216,What Ifs? of American History: Eminent Historians Imagine What Might Have Been (Paperback),4.085746814,3.540488756,3.307537074,3.486157979,2.57166756, ,,,,,
9217,"Hominids (Neanderthal Parallax, #1)",4.22149415,3.423765905,3.35886796,3.553737694,2.537981218, ,,,,,
9218,"The Sky People (Lords of Creation, #1)",4.215539861,3.444588349,3.369560103,3.570593498,2.584512127, ,,,,,
9219,"Gilded Cage (Dark Gifts, #1)",4.24511824,3.509794283,3.33291524,3.609586379,2.527268792, ,,,,,
9220,"1636: Commander Cantrell in the West Indies (Assiti Shards, #18)",4.157710772,3.406925033,3.338291542,3.575930526,2.531149641, ,,,,,
9221,"Ptolemy's Gate (Bartimaeus, #3)",4.181054776,3.369756994,3.219282318,3.546290369,2.698516837, ,,,,,
9222,"Noughts &amp; Crosses (Noughts &amp; Crosses, #1)",4.201142748,3.304243032,3.310734951,3.62416905,2.704760557, ,,,,,
9223,"Stars and Stripes in Peril (Stars &amp; Stripes, #2)",4.124249933,3.472666442,3.31496105,3.5208959,2.515830789, ,,,,,
9224,"Pashazade (Arabesk, #1)",4.233117762,3.411430018,3.302604221,3.650606836,2.564895038, ,,,,,
9225,Resistance (Hardcover),4.225975396,3.620208601,3.231795721,3.598321465,2.640134019, ,,,,,
9226,"Voyage (NASA Trilogy, #1)",4.184588023,3.477545225,3.371295207,3.564756409,2.583005815, ,,,,,
9227,"Rebel Mechanics (Rebel Mechanics, #1)",4.232200246,3.419081621,3.338242918,3.585041606,2.612967113, ,,,,,
9228,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",4.265539401,3.342761082,3.278096158,3.536179578,2.654645466, ,,,,,
9229,"Stars and Stripes Triumphant (Stars &amp; Stripes, #3)",4.2167688,3.402473175,3.317533549,3.588337581,2.560264624, ,,,,,
9230,Smoke (ebook),4.210109547,3.64217724,3.402053569,3.531279336,2.514248371, ,,,,,
9231,"1635: The Tangled Web (Assiti Shards, #14)",4.144102985,3.437250863,3.298657557,3.590916841,2.66808627, ,,,,,
9232,Dodger (Hardcover),4.205216665,3.355714891,3.346108837,3.521320768,2.655295261, ,,,,,
9233,Atlantis and Other Places: Stories of Alternate History (Hardcover),4.164226493,3.509230293,3.295350181,3.570357045,2.542272256, ,,,,,
9234,"All Clear (All Clear, #2)",4.155235251,3.4902115,3.346425527,3.570413366,2.547842356, ,,,,,
9235,"The Grand Tour (Cecelia and Kate, #2)",4.147505753,3.408746852,3.272873484,3.600263765,2.676003596, ,,,,,
9236,The Separation (Hardcover),4.218752182,3.495953702,3.338625861,3.591632573,2.447323816, ,,,,,
9237,"Grantville Gazette IV (Grantville Gazette, #4)",4.2046499,3.503114799,3.19581418,3.606547043,2.63046634, ,,,,,
9238,"Curious Notions (Crosstime Traffic, #2)",4.149899451,3.458691018,3.285647189,3.629221945,2.611545213, ,,,,,
9239,"Romanitas (Romanitas, #1)",4.262420229,3.474266498,3.392185035,3.573906677,2.537036215, ,,,,,
9240,Rally Cry (Lost Regiment #1),4.218351398,3.480045091,3.367159982,3.583689777,2.52477131, ,,,,,
9241,Alternate Presidents (Paperback),4.182775106,3.512520809,3.205157427,3.522581865,2.575128564, ,,,,,
9242,American War (Kindle Edition),4.17378765,3.631803059,3.498176949,3.507961138,2.382709794, ,,,,,
9243,The Lady Astronaut of Mars (ebook),4.266941887,3.583475592,3.352638089,3.592526784,2.61172637, ,,,,,
9244,Burning Paradise (Hardcover),4.246887858,3.583518098,3.482743234,3.550990632,2.428453414, ,,,,,
9245,The Landing (The United States of Vinland #1),4.182858383,3.46992385,3.262756278,3.584542183,2.59674536, ,,,,,
9246,Ring of Fire III (Hardcover),4.141281247,3.449159917,3.311570766,3.523184023,2.596019683, ,,,,,
9247,"Phoenix Rising (Ministry of Peculiar Occurrences, #1)",4.174377732,3.422668679,3.374347593,3.627453056,2.599519706, ,,,,,
9248,"Point of Honour (Sarah Tolerance, #1)",4.226260574,3.456202492,3.303242771,3.556035682,2.643071466, ,,,,,
